Seller_ID,Seller_Name,Store_Branch,Region,Sales_Channel
SL12383,Adam Robertson,Davis-Tyler,South,physical_store
SL12384,Timothy Smith,"Gray, Washington and Martin",North,physical_store
SL12385,Michael Fernandez,Smith-Gutierrez,North,physical_store
SL12386,Dr. Johnny Lawson,Maldonado-Williams,West,physical_store
SL12387,Melissa Silva,"Harvey, Johnson and Walker",East,e-commerce
SL12388,Chelsea Bridges,"Hanson, Carter and Tanner",West,marketplace
SL12389,Theresa Miller,Fisher LLC,East,physical_store
SL12390,Hector Daniels,Singleton-Jones,South,physical_store
SL12391,Joel Sanchez,Church-Peterson,North,physical_store
SL12392,Jerry Davis,"Matthews, Li and White",North,e-commerce
SL12393,Diana Jones,Watson-Gonzales,East,e-commerce
SL12394,Betty Williams,Christensen-West,West,physical_store
SL12395,Kimberly Moore,Torres-Hopkins,East,e-commerce
SL12396,Nicholas Kent,"Schroeder, Bailey and Cummings",North,marketplace
SL12397,Andrew Vargas,Barnes LLC,East,e-commerce
SL12398,Leslie Smith PhD,"Pratt, Wallace and Smith",East,e-commerce
SL12399,Traci Wilcox,Marquez-Gordon,South,marketplace
SL12400,Kathleen Bradley,Carlson-Miller,South,physical_store
SL12401,Shane Kelly,"Ferguson, Krause and Serrano",North,physical_store
SL12402,Jacqueline Perez,Cunningham Group,East,physical_store
SL12403,Don Ward,Logan-Mcclain,East,e-commerce
SL12404,Robert Conley,"Elliott, Thomas and Green",East,physical_store
SL12405,Stephanie Smith,Huff-Trujillo,North,marketplace
SL12406,Rebecca Bell,Tate-Turner,East,physical_store
SL12407,Dylan Freeman,Garcia-Wilson,West,physical_store
SL12408,Thomas Snyder,Fernandez-Hinton,South,physical_store
SL12409,Jeffrey Olson,Young Inc,North,physical_store
SL12410,Claudia Barry,Jones Group,East,e-commerce
SL12411,Gary Yoder,Brewer-Cobb,East,physical_store
SL12412,Benjamin Rice,Mccormick-Vazquez,West,physical_store
SL12413,Stanley Ponce,"Gonzalez, Allen and Harrison",North,physical_store
SL12414,Karina Werner,Douglas-Jackson,East,e-commerce
SL12415,Mrs. Christina Blackburn,Patton-Fischer,South,physical_store
SL12416,Shawn Fields,"Brown, Ramirez and Daniels",North,physical_store
SL12417,Erin Evans,"Stone, Harris and Nixon",West,e-commerce
SL12418,Alicia Wallace,Mata PLC,North,e-commerce
SL12419,Monica Jones,Spears-Brock,South,marketplace
SL12420,Scott Scott,Diaz-Nguyen,South,physical_store
SL12421,Jordan Adams,Carter-Miller,North,e-commerce
SL12422,Lori Gray,Evans Inc,West,physical_store
SL12423,Joseph Blake,Lynch Inc,North,physical_store
SL12424,Carlos Dyer,Nguyen Group,North,physical_store
SL12425,John Marshall,Freeman Group,West,marketplace
SL12426,Benjamin Contreras,Stewart Ltd,West,marketplace
SL12427,Eric English,Jackson Ltd,East,marketplace
SL12428,Karen Butler,Wallace LLC,East,physical_store
SL12429,Edward Velazquez,Miller-Moreno,East,physical_store
SL12430,David Lambert,"Trevino, Smith and Pearson",West,physical_store
SL12431,Christopher Bradley,"Smith, Simpson and Zimmerman",West,physical_store
SL12432,John Bell,Rosales Group,East,physical_store
SL12433,Ashley Peterson,"Wolfe, Mathis and Gonzales",West,physical_store
SL12434,Beth Lewis,"Romero, Odonnell and Schneider",West,e-commerce
SL12435,Chelsea Adams,Villa-Gray,East,e-commerce
SL12436,Omar French,Lin-Boyd,East,marketplace
SL12437,Christopher Lowe,Bond-Holt,East,marketplace
SL12438,Jake Bryant,Chandler-Hess,South,marketplace
SL12439,Patricia Thomas,"Hunter, Martin and Martinez",East,e-commerce
SL12440,Jonathan Russell,Lane-Johnson,South,e-commerce
SL12441,Janice Hughes,Peterson PLC,West,e-commerce
SL12442,Adam Obrien,Novak-Gonzalez,West,physical_store
SL12443,Dr. Kevin Smith DDS,"Poole, Doyle and Maynard",West,physical_store
SL12444,Evan Smith,Johnson Group,West,marketplace
SL12445,Jacob Rodriguez,Conrad LLC,South,physical_store
SL12446,Jeffrey Martin,Blake-Saunders,South,physical_store
SL12447,Tyler Johnson,"Stone, Watts and Knight",South,marketplace
SL12448,Katie Schneider,Brown Ltd,East,e-commerce
SL12449,Melissa Thompson,Rivera-Austin,East,physical_store
SL12450,April Hernandez,Stevens and Sons,South,marketplace
SL12451,Joseph Robinson,Hernandez-Fuller,South,e-commerce
SL12452,Michael Price,"Olson, White and Walton",East,e-commerce
SL12453,Beverly Henderson,Morrison Group,East,physical_store
SL12454,Nicholas Wells,Walker Group,North,e-commerce
SL12455,Abigail Willis,"Jones, Martin and Mitchell",West,marketplace
SL12456,Blake Sandoval,"Miller, Chan and Proctor",North,marketplace
SL12457,Kayla Martinez,Mckee-Warren,West,physical_store
SL12458,Amanda Berger,"Carlson, Scott and Daniels",East,physical_store
SL12459,Randy Mclean,Calhoun-Hunt,South,e-commerce
SL12460,Elizabeth Trevino,Rivera-Smith,North,e-commerce
SL12461,Dr. Nicole Davis,"Brown, Owens and Jackson",East,physical_store
SL12462,Lisa Scott,Richardson PLC,North,e-commerce
SL12463,Jeremy Johnson,"Calhoun, Hardy and Anderson",West,e-commerce
SL12464,Donald Bender,Phillips-Carter,East,e-commerce
SL12465,Billy Bowen,"Sutton, Adams and Jones",West,physical_store
SL12466,Catherine Bond,"Rivera, Ritter and Reed",South,marketplace
SL12467,Thomas Snyder,Campos Inc,East,physical_store
SL12468,Michael Gamble,Wilson-Valdez,East,marketplace
SL12469,Cindy Campbell,"Edwards, Fritz and Lopez",South,marketplace
SL12470,Adam Graham,"Howard, Green and Garza",West,e-commerce
SL12471,Joshua Beck,"Harding, Herring and Harrell",South,physical_store
SL12472,Nicholas Gonzalez,"Fischer, Perez and Wallace",North,e-commerce
SL12473,Cathy Johnson,Santana LLC,West,marketplace
SL12474,Anita Jacobson,"Smith, Ramos and Collins",East,marketplace
SL12475,Jason Todd,Christensen LLC,North,marketplace
SL12476,Sabrina Johnson,Velazquez-Henderson,South,physical_store
SL12477,Whitney Mcgrath,Anderson LLC,West,marketplace
SL12478,Julie Rodriguez,Schwartz Ltd,South,e-commerce
SL12479,Mandy Gonzalez,"Tran, Wilson and Wright",West,marketplace
SL12480,Theresa Mccann,Terry Group,North,marketplace
SL12481,Margaret Cummings,Gutierrez-Kent,East,physical_store
SL12482,Emily Cole,"Miller, Mcneil and Barrett",West,marketplace
SL12483,Michael Salazar,Fowler-Walker,North,marketplace
SL12484,Chase Harvey,Brewer-Lane,East,physical_store
SL12485,Meghan Turner,Robinson-Mosley,South,physical_store
SL12486,Vanessa Strong,Hamilton Group,South,physical_store
SL12487,Michael Glenn,Hill Inc,North,physical_store
SL12488,John Ford,"Adams, Barnes and Walker",East,physical_store
SL12489,Jamie Watson,"Jones, Barnett and Vasquez",West,e-commerce
SL12490,Amanda Wood,Baker Ltd,West,marketplace
SL12491,Michael Bright,"Weiss, Brown and Ward",East,physical_store
SL12492,Matthew Mcgee,Willis-Sanford,East,marketplace
SL12493,Julie Andrews,Williams PLC,North,physical_store
SL12494,Rebecca Odonnell,"Carr, Schneider and Delacruz",East,physical_store
SL12495,Philip Richardson,Pugh Ltd,North,physical_store
SL12496,Peggy Marquez,Ortiz and Sons,South,e-commerce
SL12497,Patricia Mason,Yang PLC,North,physical_store
SL12498,Jose Smith Jr.,"Kirk, Scott and Mcguire",South,e-commerce
SL12499,Cory Rivas,"Baker, Davis and Wright",South,physical_store
SL12500,Darlene Todd,Graves PLC,South,physical_store
SL12501,Amy Sandoval,Lucas-Hunt,East,marketplace
SL12502,Lorraine Edwards,"Holmes, Leonard and Price",East,e-commerce
SL12503,Nancy Booker,Hardy and Sons,South,physical_store
SL12504,Rhonda Rios,Kemp Inc,East,marketplace
SL12505,David Cline,Anderson-Holmes,West,e-commerce
SL12506,Denise Collins,"Swanson, Jimenez and Wells",South,physical_store
SL12507,Donna Chang,Cordova-Ramirez,North,e-commerce
SL12508,Joseph Nelson,Ramsey-Stephens,West,physical_store
SL12509,Kathryn Espinoza,Weaver Group,South,e-commerce
SL12510,Patrick Johnson,"Parker, Tyler and Shields",South,physical_store
SL12511,Marilyn Davis,Long PLC,North,e-commerce
SL12512,Carol Henry,"Smith, Brown and Leon",West,marketplace
SL12513,Jodi Gonzales,Marquez PLC,West,physical_store
SL12514,Jonathan Garcia,Fisher Inc,South,marketplace
SL12515,Ana Sanchez,Bauer Group,East,e-commerce
SL12516,Robert Moore,"Lewis, Owens and Walker",South,marketplace
SL12517,James Russell,"Walsh, Garner and Cline",North,e-commerce
SL12518,Lisa Medina,"Black, Arias and Allison",East,marketplace
SL12519,Eric Thomas,"Brooks, Rowe and Mercer",West,marketplace
SL12520,Emily Miles,"Anthony, Berry and Johnston",East,e-commerce
SL12521,Sandra Smith,"Hill, Hines and Ramirez",South,e-commerce
SL12522,Darrell Cabrera,"Ramirez, Park and Abbott",East,physical_store
SL12523,Brad Chung,Vega-Cain,East,marketplace
SL12524,Anna King,"Harmon, Pacheco and Pena",North,physical_store
SL12525,Steven Walker,"Harris, Reed and Woods",East,e-commerce
SL12526,Crystal Smith,Barber-Bishop,North,physical_store
SL12527,Lauren Arnold,Taylor-Gordon,East,marketplace
SL12528,Juan Marquez,"Bradley, Davis and Taylor",West,e-commerce
SL12529,Christian Lutz,"Harris, Harris and Terry",North,physical_store
SL12530,Bonnie Shea,Mckenzie-Lopez,North,physical_store
SL12531,James Fry,Lang Ltd,South,physical_store
SL12532,Shawn Butler,Carter-Ramos,South,physical_store
SL12533,Duane Carter,Fernandez-Griffin,West,e-commerce
SL12534,Toni Sullivan,"Allen, Young and Sanders",South,e-commerce
SL12535,Tyler Boyd,Davis-Odonnell,West,marketplace
SL12536,Donald Hooper,"Brooks, Horn and Barber",West,e-commerce
SL12537,Janet Padilla,"Green, Black and Dunn",West,physical_store
SL12538,Cameron Sexton,"Thompson, Hopkins and Odonnell",South,physical_store
SL12539,Rachel Rowland,Lewis PLC,South,physical_store
SL12540,Robin Jones,Gutierrez-Lopez,North,e-commerce
SL12541,Melissa Johnson,"Parker, Perez and Smith",West,e-commerce
SL12542,Candace Lara,Johnson Ltd,North,physical_store
SL12543,Priscilla Bradley,"Willis, Chang and Norton",North,e-commerce
SL12544,Jennifer Moore MD,Ramirez Inc,South,marketplace
SL12545,Keith Davis,Holmes-Ramirez,South,e-commerce
SL12546,Harry Williams,Sanders Inc,North,marketplace
SL12547,Jeff Diaz,Hayes and Sons,South,marketplace
SL12548,Gary Smith,Pineda LLC,South,e-commerce
SL12549,Sean Donovan,Pitts and Sons,West,marketplace
SL12550,Steven Ruiz,Winters Ltd,East,marketplace
SL12551,Joanna Howell,Moore-Murray,West,physical_store
SL12552,Donald Walls,Brown Ltd,West,physical_store
SL12553,Phillip Duncan,Jarvis-Ellis,North,e-commerce
SL12554,Cassandra Andrews,"Harris, Garcia and Gonzales",East,physical_store
SL12555,Mark Green,"Wilson, Sampson and Blanchard",West,e-commerce
SL12556,Suzanne Pittman,Good Group,South,marketplace
SL12557,Carmen Clark,Herrera-Green,West,e-commerce
SL12558,Scott Clayton,"Bell, Love and Lyons",West,physical_store
SL12559,Corey Anderson,Lamb Ltd,North,physical_store
SL12560,Linda Martinez,Becker LLC,South,physical_store
SL12561,Jorge Cox,"Sanchez, Stewart and Stanley",North,physical_store
SL12562,Jenna Black,Stanton LLC,West,e-commerce
SL12563,Colton Hall,Higgins-Nixon,West,e-commerce
SL12564,Vanessa Miller,Benson Group,West,marketplace
SL12565,James Sims,Andrews Group,East,marketplace
SL12566,Mr. Daniel Baird DDS,"Taylor, Morris and Bean",South,marketplace
SL12567,Emma Deleon,Roth Ltd,East,marketplace
SL12568,Jason Robinson,Fisher Group,North,e-commerce
SL12569,John Smith,Hunter-Miles,South,physical_store
SL12570,Jacob Brooks,Weiss-Hernandez,West,e-commerce
SL12571,Evan Warren,Drake-Fox,West,e-commerce
SL12572,Angelica Torres,Perry and Sons,East,e-commerce
SL12573,Donna Good,"Rosales, Williams and Rios",East,marketplace
SL12574,Mrs. Alicia Anderson,Khan Group,East,e-commerce
SL12575,Pamela Martinez,Ferrell-Higgins,North,marketplace
SL12576,Ronald Howard,Blankenship-Tapia,North,e-commerce
SL12577,Scott Nichols,"Gonzales, Brown and Davis",North,e-commerce
SL12578,Danielle Allison,Dominguez and Sons,South,physical_store
SL12579,Rebecca Johnson,Barnes-Smith,East,e-commerce
SL12580,Daniel Cummings,"Jimenez, Fisher and Garcia",North,e-commerce
SL12581,Heather Torres,Johnson Inc,North,physical_store
SL12582,Kristina Weaver,"Williamson, Drake and Davenport",East,physical_store
SL12583,Deborah Dillon,"Walker, Blake and Torres",East,e-commerce
SL12584,Ryan Miller,Keith Inc,South,e-commerce
SL12585,Anthony Hill,"Johnston, Burke and Bell",West,physical_store
SL12586,Bryan Oneal,Patterson-Frazier,South,marketplace
SL12587,Megan Howard,"Shaw, Esparza and Riley",West,e-commerce
SL12588,Jill Williams,"Owen, Sharp and George",East,e-commerce
SL12589,Kelsey Mason,"Howard, Clark and Banks",East,marketplace
SL12590,Rachel Hall,Wilson PLC,East,marketplace
SL12591,Megan Williams,Kerr Group,West,physical_store
SL12592,Natasha Torres,"Smith, Clark and Howard",West,e-commerce
SL12593,Ryan Cooley,Dixon-Romero,East,physical_store
SL12594,Theresa Willis,"Macias, Green and Edwards",North,physical_store
SL12595,Joseph Berger,Williams Inc,East,e-commerce
SL12596,Kristine Ross,"Stone, Soto and Bennett",South,e-commerce
SL12597,Danielle Davis,Brown-Holden,North,e-commerce
SL12598,Ariana Fisher,Green-Ayala,South,e-commerce
SL12599,Denise Rogers,Murillo-Warren,South,physical_store
SL12600,Lori Lewis,Keller Ltd,East,e-commerce
SL12601,Jacob Henderson,"Sloan, Ruiz and Smith",South,physical_store
SL12602,Richard Herrera,Cole-Thomas,East,e-commerce
SL12603,Julie Smith,"Thomas, White and Wilson",East,marketplace
SL12604,Eric Williams,Morales Group,East,marketplace
SL12605,Angie Skinner,Buchanan-Foster,North,physical_store
SL12606,Tony Martin,"Robinson, Salinas and Walton",East,marketplace
SL12607,Theresa Wolf,"Wilkins, Wolf and Reyes",North,marketplace
SL12608,Lawrence Becker,Johnson Inc,North,physical_store
SL12609,Paul Burch,"Wilcox, Stewart and Burke",West,marketplace
SL12610,Melissa Lee,"French, Jackson and Lee",North,physical_store
SL12611,Kristen Morgan,Sanchez Ltd,North,e-commerce
SL12612,Kyle Smith,"Taylor, Wallace and Diaz",North,e-commerce
SL12613,Adam Cantrell,Novak Ltd,North,marketplace
SL12614,Jason Graves,Martinez Ltd,East,physical_store
SL12615,Justin Shaw,"Nelson, Vargas and Mccoy",South,marketplace
SL12616,Courtney Mcclure,"Cooper, Burton and Perkins",South,marketplace
SL12617,Andrea Braun,"Rush, Lopez and Moore",West,physical_store
SL12618,Ashley Li,Howe-Mercado,South,physical_store
SL12619,Kimberly Bowman,Daniels-Krause,West,physical_store
SL12620,Kelly Jones,Dickson Group,East,marketplace
SL12621,Christine Cole,"Duffy, Foster and Olson",East,marketplace
SL12622,David Logan,"Owens, Myers and Thomas",West,marketplace
SL12623,Joseph Coleman,Fletcher-Mcknight,North,physical_store
SL12624,Jaime Alexander,Fisher-Gill,East,e-commerce
SL12625,Andrew Sherman,Shields-Anderson,South,e-commerce
SL12626,Matthew Barber,Sanchez LLC,North,physical_store
SL12627,Michael Baker,"Morales, Berry and Kaufman",East,physical_store
SL12628,Jeremy Porter,"Durham, White and Hopkins",South,e-commerce
SL12629,Christina Martin,Flores-Wilson,South,e-commerce
SL12630,Mr. Terry Lynch,Munoz LLC,South,physical_store
SL12631,Garrett Hall,Taylor Inc,West,physical_store
SL12632,Andrew Franklin,"Sanders, Navarro and Wilkins",South,marketplace
SL12633,Erika Aguilar,"Brooks, Clark and Green",South,physical_store
SL12634,Brandon Moore,"Chang, Espinoza and Bishop",South,marketplace
SL12635,Jacob Gomez,Castaneda-Lee,South,e-commerce
SL12636,Carol Terry,Ferrell-Silva,North,e-commerce
SL12637,Dawn Fletcher,"Brown, Reyes and Zhang",South,marketplace
SL12638,Richard Burns,Rhodes and Sons,South,e-commerce
SL12639,Jay Clark,"Rice, Wilson and Owen",North,physical_store
SL12640,Mario Fischer,"West, Rodriguez and Walsh",North,physical_store
SL12641,Alison King,Perry Group,East,e-commerce
SL12642,Amanda Berger,Crawford-Flores,North,e-commerce
SL12643,John Murphy,Davis-Edwards,South,physical_store
SL12644,Anthony Miller,Evans LLC,East,marketplace
SL12645,Lori Ramos,Wood-Perry,South,marketplace
SL12646,Christina Thomas,Scott Inc,West,marketplace
SL12647,Dr. Tiffany Mora,Shelton-Cook,North,marketplace
SL12648,Nicole Mercado,Frank-Fowler,South,e-commerce
SL12649,Jamie Douglas,"Clements, Jimenez and Parker",South,physical_store
SL12650,Raymond Johnson,Hicks-Duffy,South,physical_store
SL12651,Jason Gonzales,Figueroa Ltd,West,physical_store
SL12652,Nicole Hudson,Clayton LLC,South,physical_store
SL12653,Stacey Mueller,Frost LLC,East,e-commerce
SL12654,Michele Anderson,Quinn LLC,East,marketplace
SL12655,Claudia Pena,Morrow PLC,South,marketplace
SL12656,Taylor Gibbs,Thompson-Gonzalez,East,marketplace
SL12657,Dr. Teresa Waters,"Morrison, Collins and Peterson",East,physical_store
SL12658,Michael Brady,Rowe-Montgomery,East,marketplace
SL12659,Kenneth Oconnor,Macias Group,North,e-commerce
SL12660,Gary Evans,"Santana, Chapman and Howard",East,marketplace
SL12661,Stephen Jenkins,"Clark, Lewis and Salinas",East,physical_store
SL12662,Tammy Davidson,Roberts-Anderson,South,marketplace
SL12663,Leah Martinez,Gonzalez Group,North,physical_store
SL12664,William Kemp,Holland Inc,East,e-commerce
SL12665,Daniel Hammond,Cox Group,North,e-commerce
SL12666,Tammy Lee,"Jacobs, Fisher and Melendez",East,physical_store
SL12667,Paul Ponce,Rivera PLC,North,physical_store
SL12668,Vincent Chang,Boyle Ltd,East,marketplace
SL12669,Kelsey Jacobs DDS,Patterson-Mills,South,marketplace
SL12670,Michael Guzman,"Turner, Dunn and Fernandez",North,e-commerce
SL12671,Megan Garcia,Gordon-Charles,East,physical_store
SL12672,Joseph Webster,"Flynn, Smith and Maxwell",West,e-commerce
SL12673,Amy Wiley,Long PLC,North,e-commerce
SL12674,Brian Lin,Harris Ltd,South,e-commerce
SL12675,Brian Murray,Norton PLC,West,marketplace
SL12676,Kimberly Elliott,Shaw PLC,South,physical_store
SL12677,David Silva,"Johnson, Blackwell and Hodge",East,e-commerce
SL12678,Kathryn Dougherty,"Thompson, Young and Harris",South,marketplace
SL12679,Breanna Ramirez,Walker-Lee,North,physical_store
SL12680,Emily Molina,Martinez-Taylor,South,physical_store
SL12681,Travis Young,Carpenter-Garcia,East,e-commerce
SL12682,Ariana Hall,"Cherry, Garcia and Marshall",South,physical_store
SL12683,Angela Williams,"Hernandez, Harrison and Anderson",North,marketplace
SL12684,Tina Graham,Howell-Rogers,West,physical_store
SL12685,Anthony Durham,Olson-Le,North,marketplace
SL12686,Dean Gutierrez,Ward PLC,North,e-commerce
SL12687,Amy Terry,Ayala-Carson,North,physical_store
SL12688,Tyler Young,"Monroe, Arnold and Hayes",North,marketplace
SL12689,Jacqueline Patterson,Henderson Group,West,marketplace
SL12690,Stacey Thomas,Gonzales PLC,South,physical_store
SL12691,Joel Hoover,"Martinez, Hicks and Baker",South,physical_store
SL12692,Kimberly Smith,West-Howard,East,marketplace
SL12693,Douglas Smith,Rodriguez LLC,East,e-commerce
SL12694,Michael Robinson,"Miller, Burch and Lawson",West,e-commerce
SL12695,Katrina Alvarado,"Mccullough, Brandt and Knight",West,physical_store
SL12696,Corey Rich,Moore-Gutierrez,East,physical_store
SL12697,Jennifer Collins,Roberts Inc,East,physical_store
SL12698,Harry Kelly,"Carroll, Potts and Nguyen",North,e-commerce
SL12699,Sydney Benton,"Gibson, Henry and Harris",West,marketplace
SL12700,Jennifer Smith,"Carter, Abbott and Woodard",South,marketplace
SL12701,Brian Alvarez,"Young, Richardson and Stevens",West,marketplace
SL12702,Cynthia Collins,Roberts and Sons,South,e-commerce
SL12703,Sarah Thomas,"Hawkins, Potter and Mclaughlin",East,physical_store
SL12704,Monica Wilson,"Johnson, Lee and Tran",South,e-commerce
SL12705,Crystal Conner,"Barr, Olsen and Salinas",North,physical_store
SL12706,Amanda Burton,"Guerrero, Bird and Savage",South,e-commerce
SL12707,Jason Yoder,Woodard-Love,North,marketplace
SL12708,Michael Bush,Sutton and Sons,North,physical_store
SL12709,Mark Charles,Holmes Ltd,North,e-commerce
SL12710,Ruben Hernandez,Mendez-Ochoa,East,e-commerce
SL12711,Tanya Haney DVM,Bullock-Bradley,West,physical_store
SL12712,Lauren Garcia,"Ross, Wang and Jackson",East,physical_store
SL12713,Shannon Walker,"Brown, Jones and Ross",West,e-commerce
SL12714,Gregory Smith,Barton Group,North,physical_store
SL12715,Jason Lloyd,Washington Inc,East,physical_store
SL12716,Mary Hall,Walters-Madden,West,physical_store
SL12717,Gary Hopkins,Daniel-Hayes,East,marketplace
SL12718,Alan Young,"King, Evans and Hernandez",East,e-commerce
SL12719,Stacie Cooper,Ramirez Group,South,e-commerce
SL12720,Sarah Werner,"Flores, Leonard and Anderson",West,marketplace
SL12721,Steven Johnston,Davis-Willis,North,marketplace
SL12722,Ruth Guzman,Walker-Sparks,South,physical_store
SL12723,Holly Smith,Walton Group,West,physical_store
SL12724,Alan Mcclain,"Harrison, Rhodes and Norman",West,physical_store
SL12725,Trevor Payne,"Brady, Harris and Winters",South,physical_store
SL12726,Jocelyn Frazier,Medina Inc,East,e-commerce
SL12727,Renee Oneal,"Martinez, Schroeder and Mendoza",North,e-commerce
SL12728,Ricky Porter,"Gutierrez, Le and Stafford",West,e-commerce
SL12729,Dominic Castillo,"Cantu, Spencer and Colon",South,e-commerce
SL12730,Daniel Mason,Foster-King,West,physical_store
SL12731,Tina Smith,Delgado Ltd,North,physical_store
SL12732,Jeffrey Holmes,"Smith, Ward and Harris",West,marketplace
SL12733,Teresa Callahan,"Hudson, Howell and Baldwin",East,e-commerce
SL12734,Victoria Sharp,Kaufman Group,North,e-commerce
SL12735,Margaret Valdez,"Anderson, Brooks and James",East,marketplace
SL12736,Jacqueline Miller,"Burns, Cordova and Medina",South,physical_store
SL12737,Justin Lopez,Armstrong Inc,West,physical_store
SL12738,Michelle Nixon,Williams-Green,East,e-commerce
SL12739,Morgan Wright,Lawson PLC,West,marketplace
SL12740,Amy Patrick,"Figueroa, Brown and Downs",South,e-commerce
SL12741,Tracy Cook,Lewis-Smith,North,e-commerce
SL12742,Nicole Rodriguez,Ortiz-Mcdonald,East,marketplace
SL12743,Elizabeth Smith,Hanson-Miller,East,e-commerce
SL12744,Nichole Beard,Hall Group,East,e-commerce
SL12745,Andrew Haynes,Crane-Wilson,South,physical_store
SL12746,Lisa Buck,"Hood, Carter and Ballard",West,physical_store
SL12747,Kevin Everett,Larson Inc,West,e-commerce
SL12748,Daniel Brock,"Martin, Collins and Arnold",South,marketplace
SL12749,Frank Price,Nunez Inc,South,physical_store
SL12750,Joshua White,Murray LLC,East,physical_store
SL12751,David Perkins,Parker Inc,North,e-commerce
SL12752,Nicholas Hayes,Diaz-Ferrell,East,e-commerce
SL12753,Mitchell Logan,"Price, Jimenez and Thompson",East,physical_store
SL12754,Peggy Williams,"Jones, Smith and Thornton",North,marketplace
SL12755,Christopher Silva,"Hahn, Clark and Lloyd",West,physical_store
SL12756,Vickie Alvarado,Kelly-Frost,North,marketplace
SL12757,Miss Monique Salazar,"Bullock, Winters and Keith",North,e-commerce
SL12758,Kimberly Bruce MD,Leon-Franklin,North,e-commerce
SL12759,Heather Dougherty,Jimenez-Nelson,South,marketplace
SL12760,Michael Bell,"Archer, Perez and Andrews",North,e-commerce
SL12761,Martha Thomas,Jones-Campbell,South,marketplace
SL12762,Chloe Evans,"Vasquez, Allen and Harrison",West,marketplace
SL12763,Mark Williams,Mcgrath-Reynolds,North,physical_store
SL12764,Robert Snyder,Martinez-Hernandez,South,e-commerce
SL12765,Daryl Marshall,Olsen PLC,North,marketplace
SL12766,Susan Lambert,Ware Ltd,East,marketplace
SL12767,Zoe Johnson,Hess Inc,North,physical_store
SL12768,Heather Fisher,Norman-Lewis,East,marketplace
SL12769,Stephen Salas,Sharp-Gonzalez,North,marketplace
SL12770,Christian Brown,"Jones, Hardy and White",North,marketplace
SL12771,Patricia Hodges,Hall Group,East,physical_store
SL12772,Lauren Pierce,Walker-Curtis,North,marketplace
SL12773,Allison Kirk,Hess-Jimenez,South,marketplace
SL12774,Danielle Lewis,Marks-Cox,East,physical_store
SL12775,Vickie Sawyer,Weaver-Bird,East,e-commerce
SL12776,David Parks MD,Holland-Walsh,East,marketplace
SL12777,James Smith,Peters-Taylor,West,e-commerce
SL12778,Mrs. Christy Rangel,Walls Inc,North,e-commerce
SL12779,Theresa Fowler,"Lawrence, Rush and Perkins",South,e-commerce
SL12780,Rebekah Goodman,Alvarado and Sons,South,marketplace
SL12781,Whitney Black,Martinez-Parker,South,e-commerce
SL12782,Jeffrey Perez,Rodriguez Ltd,South,physical_store
SL12783,William Wells,Myers Ltd,South,e-commerce
SL12784,Carolyn Clay,"Cox, Martin and Bryant",South,e-commerce
SL12785,Christina Barr,Esparza Group,North,marketplace
SL12786,Devin Long,Parks Inc,West,e-commerce
SL12787,Kaitlin Lee,Ingram-Henderson,North,e-commerce
SL12788,Jessica Lozano,Horton-White,South,physical_store
SL12789,Manuel Clarke,"Mccarthy, Schwartz and Washington",North,e-commerce
SL12790,Susan Farrell,"Stewart, Lopez and Ayala",North,e-commerce
SL12791,Sally Dunlap,Moreno-Hinton,East,marketplace
SL12792,Troy Wilson,Daniels Inc,North,e-commerce
SL12793,Tina Wilson,"Atkinson, Jenkins and Perez",South,physical_store
SL12794,Mr. Michael Vazquez MD,Mcfarland-Roberts,East,physical_store
SL12795,Jennifer Nguyen,Brown-Turner,East,e-commerce
SL12796,Jeff Collins,Ward-Baker,South,e-commerce
SL12797,Adam Thomas,Smith LLC,West,marketplace
SL12798,Brian Jackson,"Reynolds, Miller and Mckenzie",North,marketplace
SL12799,Paul Robertson,"Johnson, Smith and Jordan",East,marketplace
SL12800,Stacey Oliver,Adams-Lopez,East,physical_store
SL12801,Jordan Stout,Johnson-Lewis,West,e-commerce
SL12802,Barry Carlson,Soto-Powell,West,e-commerce
SL12803,Kevin Chambers,Rodriguez-Johnson,South,marketplace
SL12804,Mary Riggs,Butler LLC,North,e-commerce
SL12805,Helen Johnson,Bruce PLC,North,e-commerce
SL12806,Bryan Sanders,"Perkins, Reid and Hurley",East,marketplace
SL12807,Donna Faulkner,"Vance, Ramos and Kim",North,marketplace
SL12808,Paul Reyes,Mcdaniel-Green,North,marketplace
SL12809,Tina Reeves,Pineda-Olson,South,marketplace
SL12810,Jorge Weaver,Lee LLC,West,e-commerce
SL12811,Molly Potts,"Garcia, Patton and Young",North,e-commerce
SL12812,Melissa Cowan,"Johnson, Wyatt and Rogers",West,e-commerce
SL12813,Brianna Harrison,Richard and Sons,South,marketplace
SL12814,Daniel Lopez,Harmon-Benjamin,South,marketplace
SL12815,Amanda Thompson,Smith-Peterson,North,marketplace
SL12816,Karen Torres,Taylor-Moore,North,e-commerce
SL12817,Nicole Brown,Green Ltd,East,physical_store
SL12818,Jordan Watson,Walker Inc,North,physical_store
SL12819,James Washington,Sanchez and Sons,West,e-commerce
SL12820,Wendy Day,"Bryant, Lee and Clark",South,marketplace
SL12821,Robert Jackson,"Gonzalez, Williams and Hall",East,marketplace
SL12822,Justin Garcia,"Diaz, Singleton and Bolton",North,physical_store
SL12823,Angela Baker,Woods PLC,South,e-commerce
SL12824,Thomas Benson,"Fox, Williams and Smith",East,physical_store
